name,affiliation,lettergroup,inferredgender,inferredethnicity,inferredisurm,highered,institution,research,country,role,security,field,simplefield
matt carter,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,other,other
charles frohman,university of iowa,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
rob kirby,university of california berkeley,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
julie blackwood,williams college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
clifford henry taubes,harvard university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
martin scharlemann,university of california santa barbara,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
david eisenbud,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david a cox,amherst college,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
michael freedman,university of california santa barbara,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
benedict h gross,university of california san diego,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
steven j miller,williams college,B and C,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
michael kapovich,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
darren long,university of california santa barbara,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
bruno nachtergaele,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
mladen bestvina,university of utah,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
marc culler,university of illinois at chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
laurence r taylor,university of notre dame,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
wilfried schmid,harvard university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
eric babson,university of california davis,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
joan edwards,williams college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
dan romik,university of california davis,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david c smith,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,other,other
mohamed elhamdadi,university of south florida,B Only,man,middleeast,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
jozef h przytycki,george washington university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
james glimm,stony brook university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
robert gompf,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
ronald fintushel,michigan state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
darij grinberg,drexel university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
emily hamilton,cal poly san luis obispo,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
theodore slaman,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
j elisenda grigsby,boston college,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
william goldman,university of maryland,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
elbridge gerry puckett,university of california davis,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
shiqian ma,university of california davis,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
nicolai reshetikhin,university of california berkeley,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
hung hsi wu,university of california berkeley,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
adam jacob,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
louis h kauffman,university of illinois at chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
vivek shende,university of california berkeley,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,math,mathstat
william h meeks iii,university of massachusetts amherst,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
jennifer schultens,university of california davis,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
robert ghrist,university of pennsylvania,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
barbara nimershiem,franklin marshall college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
fernando q gouvea,colby college,B Only,man,latinx,urm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
thomas garrity,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
phebe cramer,williams college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
marjorie senechal,smith college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,retired,moresecure,math,mathstat
sergei tabachnikov,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
susan dunn,williams college,B Only,woman,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
david gabai,princeton university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
thomas crawford,swarthmore college,B Only,man,white,noturm,highered,domesticother,lessri,NA,ntt,lesssecure,math,mathstat
sergiu klainerman,princeton university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
gigliola staffilani,massachusetts institute of technology,B and C,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david auckly,kansas state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
daniel ruberman,brandeis university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
hans riess,university of pennsylvania,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
boris khesin,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,other,other
dr bert frank smits,NA,B Only,man,white,noturm,NA,NA,NA,NA,NA,NA,NA,NA
bastian rieck,eth zurich,B Only,man,white,noturm,highered,international,moreri,switzerland,ntt,lesssecure,stat,mathstat
alek vainshtein,university of haifa,B and C,man,white,noturm,highered,international,moreri,israel,professor,moresecure,math,mathstat
sara a solla,northwestern university,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
james arthur,university of toronto,B and C,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
alex kontorovich,rutgers university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
lev rozansky,university of north carolina at chapel hill,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
richard montgomery,university of california santa cruz,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
richard de veaux,williams college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,stat,mathstat
joey horn,NA,B Only,woman,NA,NA,nothighered,NA,NA,NA,NA,NA,NA,NA
michael stay,pyrofex corp,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
lev reyzin,university of illinois at chicago,B Only,man,white,noturm,highered,domesticr1,moreri,NA,associate,moresecure,math,mathstat
dionne kunkel,george washington university,B Only,woman,NA,NA,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
walter neumann,barnard college,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
robin blankenship,morehead state university,B Only,woman,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
ivan izmestiev,tu wien,B Only,man,white,noturm,highered,international,moreri,austria,professor,moresecure,math,mathstat
joao nogueira,university of coimbra,B Only,man,latinx,urm,highered,international,moreri,portugal,professor,moresecure,math,mathstat
r douglas chatham,morehead state university,B Only,man,white,noturm,highered,domesticother,lessri,NA,associate,moresecure,math,mathstat
mark levi,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
casey rodriguez,massachusetts institute of technology,B Only,NA,NA,NA,highered,domesticr1,moreri,NA,ntt,lesssecure,math,mathstat
bill casselman,university of british columbia,B Only,man,white,noturm,highered,international,moreri,canada,professor,moresecure,math,mathstat
alan isaac,american university,B Only,man,white,noturm,highered,domesticr2,lessri,NA,professor,moresecure,other,other
carolyn gordon,dartmouth college,B Only,woman,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
vladislav vysotsky,university of sussex,B Only,man,white,noturm,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat
david farris,national centre for biological science,B Only,man,NA,NA,nothighered,NA,NA,NA,NA,NA,NA,NA
dmitry fuchs,university of california davis,B Only,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
chandler davis,university of toronto,B Only,man,white,noturm,highered,international,moreri,canada,retired,moresecure,math,mathstat
vadim zharnitsky,university of illinois,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
adebisi agboola,university of california santa barbara,B Only,man,black,urm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
erica li,university of michigan,B Only,woman,asian,noturm,highered,domesticr1,moreri,NA,assistant,lesssecure,other,other
alexandre chorin,university of california berkeley,B and C,man,white,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
alexander tumanov,university of illinois,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
david a meyer,university of california san diego,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
animesh ray,keck graduate institute,B Only,man,asian,noturm,highered,domesticother,lessri,NA,professor,moresecure,other,other
erik postma,maplesoft,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
gregory benford,university of california irvine,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,other,other
mikael sundqvist,lund university,B Only,man,white,noturm,highered,international,moreri,sweden,associate,moresecure,math,mathstat
daniel allcock,university of texas at austin,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
yakov pesin,pennsylvania state university,B and C,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
eriko hironaka,florida state university,B Only,woman,asian,noturm,highered,domesticr1,moreri,NA,retired,moresecure,math,mathstat
kevin lamb,university of the pacific,B Only,man,white,noturm,highered,domesticother,lessri,NA,assistant,lesssecure,math,mathstat
william jaco,oklahoma state university,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
michael cranston,university of california irvine,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
vincent longo,university of nebraska,B Only,man,white,noturm,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
masahico saito,university of south florida,B Only,man,asian,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
john sullivan,tu berlin,B Only,man,white,noturm,highered,international,moreri,germany,professor,moresecure,math,mathstat
robert g donnelly,murray state university,B Only,man,white,noturm,highered,domesticother,lessri,NA,professor,moresecure,math,mathstat
jim conant,aops academy,B Only,man,white,noturm,nothighered,NA,NA,NA,NA,NA,NA,NA
aryeh kontorovich,ben gurion university,B Only,man,NA,NA,highered,international,moreri,israel,associate,moresecure,comp,other
arseniy akopyan,ist austria,B Only,man,white,noturm,highered,international,moreri,austria,NA,NA,math,mathstat
eylem zeliha yildiz,harvard university,B Only,woman,NA,NA,highered,domesticr1,moreri,NA,grad,lesssecure,math,mathstat
kenneth s alexander,university of southern california,B Only,man,white,noturm,highered,domesticr1,moreri,NA,professor,moresecure,math,mathstat
